,Geneid,KO,Pathway_ko,Definition
7394,Cre12.g500150,K00128,00620,Pyruvate metabolism\n
7395,Cre12.g500150,K00128,09103,Lipid metabolism\n
7396,Cre12.g500150,K00128,00561,Glycerolipid metabolism\n
7397,Cre12.g500150,K00128,09105,Amino acid metabolism\n
7398,Cre12.g500150,K00128,00310,Lysine degradation\n
7399,Cre12.g500150,K00128,00330,Arginine and proline metabolism\n
7400,Cre12.g500150,K00128,00340,Histidine metabolism\n
7401,Cre12.g500150,K00128,00380,Tryptophan metabolism\n
7402,Cre12.g500150,K00128,09106,Metabolism of other amino acids\n
7403,Cre12.g500150,K00128,09109,Metabolism of terpenoids and polyketides\n
7404,Cre12.g500150,K00128,00903,Limonene and pinene degradation\n
7405,Cre12.g500150,K00128,09111,Xenobiotics biodegradation and metabolism\n
7406,Cre12.g500350,K04460,09132,Signal transduction\n
7407,Cre12.g500350,K04460,09181,Protein families: metabolism\n
7408,Cre12.g500500,K08242,09103,Lipid metabolism\n
7409,Cre12.g500900,K04706,09123,"Folding, sorting and degradation\n"
7410,Cre12.g500900,K04706,09132,Signal transduction\n
7411,Cre12.g500900,K04706,09172,Infectious diseases: Viral\n
7412,Cre12.g500900,K04706,09182,Protein families: genetic information processing\n
7413,Cre12.g500900,K04706,09183,Protein families: signaling and cellular processes\n
7414,Cre12.g500950,K01358,09143,Cell growth and death\n
7415,Cre12.g500950,K01358,09149,Aging\n
7416,Cre12.g500950,K01358,09181,Protein families: metabolism\n
7417,Cre12.g501200,K03094,09123,"Folding, sorting and degradation\n"
7418,Cre12.g501200,K03094,04120,Ubiquitin mediated proteolysis\n
7419,Cre12.g501200,K03094,09132,Signal transduction\n
7420,Cre12.g501200,K03094,04341,Hedgehog signaling pathway - fly\n
7421,Cre12.g501200,K03094,04350,TGF-beta signaling pathway\n
7422,Cre12.g501200,K03094,09143,Cell growth and death\n
7423,Cre12.g501200,K03094,04111,Cell cycle - yeast\n
7424,Cre12.g501200,K03094,04114,Oocyte meiosis\n
7425,Cre12.g501200,K03094,09159,Environmental adaptation\n
7426,Cre12.g501200,K03094,09161,Cancers: Overview\n
7427,Cre12.g501200,K03094,09172,Infectious diseases: Viral\n
7428,Cre12.g501200,K03094,05168,Herpes simplex infection\n
7429,Cre12.g501200,K03094,09182,Protein families: genetic information processing\n
7430,Cre12.g501200,K03094,03036,Chromosome and associated proteins\n
7431,Cre12.g502200,K03240,09122,Translation\n
7432,Cre12.g502200,K03240,09182,Protein families: genetic information processing\n
7433,Cre12.g502350,K10899,09182,Protein families: genetic information processing\n
7434,Cre12.g502750,K04798,09182,Protein families: genetic information processing\n
7435,Cre12.g502800,K14768,09182,Protein families: genetic information processing\n
7436,Cre12.g503000,K13783,09183,Protein families: signaling and cellular processes\n
7437,Cre12.g503150,K17680,09182,Protein families: genetic information processing\n
7438,Cre12.g503300,K11808,09104,Nucleotide metabolism\n
7439,Cre12.g503400,K12849,09121,Transcription\n
7440,Cre12.g503400,K12849,09182,Protein families: genetic information processing\n
7441,Cre12.g503500,K06816,09133,Signaling molecules and interaction\n
7442,Cre12.g503550,K01770,09109,Metabolism of terpenoids and polyketides\n
7443,Cre12.g503800,K19199,09105,Amino acid metabolism\n
7444,Cre12.g503800,K19199,09182,Protein families: genetic information processing\n
7445,Cre12.g503850,K07937,09132,Signal transduction\n
7446,Cre12.g503850,K07937,09141,Transport and catabolism\n
7447,Cre12.g503850,K07937,09171,Infectious diseases: Bacterial\n
7448,Cre12.g503850,K07937,05134,Legionellosis\n
7449,Cre12.g503850,K07937,09182,Protein families: genetic information processing\n
7450,Cre12.g503850,K07937,09183,Protein families: signaling and cellular processes\n
7451,Cre12.g503850,K07937,04031,GTP-binding proteins\n
7452,Cre12.g504000,K12603,09123,"Folding, sorting and degradation\n"
7453,Cre12.g504000,K12603,09182,Protein families: genetic information processing\n
7454,Cre12.g504050,K04710,09103,Lipid metabolism\n
7455,Cre12.g504050,K04710,09132,Signal transduction\n
7456,Cre12.g504200,K02973,09122,Translation\n
7457,Cre12.g504200,K02973,09182,Protein families: genetic information processing\n
7458,Cre12.g504500,K11251,09143,Cell growth and death\n
7459,Cre12.g504500,K11251,09163,Immune diseases\n
7460,Cre12.g504500,K11251,09165,Substance dependence\n
7461,Cre12.g504500,K11251,09182,Protein families: genetic information processing\n
7462,Cre12.g504500,K11251,09183,Protein families: signaling and cellular processes\n
7463,Cre12.g504550,K11252,09161,Cancers: Overview\n
7464,Cre12.g504550,K11252,09163,Immune diseases\n
7465,Cre12.g504550,K11252,09165,Substance dependence\n
7466,Cre12.g504550,K11252,09182,Protein families: genetic information processing\n
7467,Cre12.g504550,K11252,09183,Protein families: signaling and cellular processes\n
7468,Cre12.g504600,K11254,09161,Cancers: Overview\n
7469,Cre12.g504600,K11254,09163,Immune diseases\n
7470,Cre12.g504600,K11254,09165,Substance dependence\n
7471,Cre12.g504600,K11254,09182,Protein families: genetic information processing\n
7472,Cre12.g504650,K11253,09161,Cancers: Overview\n
7473,Cre12.g504650,K11253,09163,Immune diseases\n
7474,Cre12.g504650,K11253,09165,Substance dependence\n
7475,Cre12.g504650,K11253,09182,Protein families: genetic information processing\n
7476,Cre12.g504650,K11253,09183,Protein families: signaling and cellular processes\n
7477,Cre12.g504700,K11252,09161,Cancers: Overview\n
7478,Cre12.g504700,K11252,09163,Immune diseases\n
7479,Cre12.g504700,K11252,09165,Substance dependence\n
7480,Cre12.g504700,K11252,09182,Protein families: genetic information processing\n
7481,Cre12.g504700,K11252,09183,Protein families: signaling and cellular processes\n
7482,Cre12.g504750,K11251,09143,Cell growth and death\n
7483,Cre12.g504750,K11251,09163,Immune diseases\n
7484,Cre12.g504750,K11251,09165,Substance dependence\n
7485,Cre12.g504750,K11251,09182,Protein families: genetic information processing\n
7486,Cre12.g504750,K11251,09183,Protein families: signaling and cellular processes\n
7487,Cre12.g504800,K11253,09161,Cancers: Overview\n
7488,Cre12.g504800,K11253,09163,Immune diseases\n
7489,Cre12.g504800,K11253,09165,Substance dependence\n
7490,Cre12.g504800,K11253,09182,Protein families: genetic information processing\n
7491,Cre12.g504800,K11253,09183,Protein families: signaling and cellular processes\n
7492,Cre12.g504850,K11254,09161,Cancers: Overview\n
7493,Cre12.g504850,K11254,09163,Immune diseases\n
7494,Cre12.g504850,K11254,09165,Substance dependence\n
7495,Cre12.g504850,K11254,09182,Protein families: genetic information processing\n
7496,Cre12.g504950,K00365,09104,Nucleotide metabolism\n
7497,Cre12.g504950,K00365,09110,Biosynthesis of other secondary metabolites\n
7498,Cre12.g505100,K13281,09191,Unclassified: metabolism\n
7499,Cre12.g505200,K14777,09182,Protein families: genetic information processing\n
7500,Cre12.g505400,K01062,09103,Lipid metabolism\n
7501,Cre12.g505450,K11254,09161,Cancers: Overview\n
7502,Cre12.g505450,K11254,09163,Immune diseases\n
7503,Cre12.g505450,K11254,09165,Substance dependence\n
7504,Cre12.g505450,K11254,09182,Protein families: genetic information processing\n
7505,Cre12.g505500,K11253,09161,Cancers: Overview\n
7506,Cre12.g505500,K11253,09163,Immune diseases\n
7507,Cre12.g505500,K11253,09165,Substance dependence\n
7508,Cre12.g505500,K11253,09182,Protein families: genetic information processing\n
7509,Cre12.g505500,K11253,09183,Protein families: signaling and cellular processes\n
7510,Cre12.g505550,K11251,09143,Cell growth and death\n
7511,Cre12.g505550,K11251,09163,Immune diseases\n
7512,Cre12.g505550,K11251,09165,Substance dependence\n
7513,Cre12.g505550,K11251,09182,Protein families: genetic information processing\n
7514,Cre12.g505550,K11251,09183,Protein families: signaling and cellular processes\n
7515,Cre12.g505600,K11252,09161,Cancers: Overview\n
7516,Cre12.g505600,K11252,09163,Immune diseases\n
7517,Cre12.g505600,K11252,09165,Substance dependence\n
7518,Cre12.g505600,K11252,09182,Protein families: genetic information processing\n
7519,Cre12.g505600,K11252,09183,Protein families: signaling and cellular processes\n
7520,Cre12.g505700,K03120,09121,Transcription\n
7521,Cre12.g505700,K03120,09161,Cancers: Overview\n
7522,Cre12.g505700,K03120,09164,Neurodegenerative diseases\n
7523,Cre12.g505700,K03120,09172,Infectious diseases: Viral\n
7524,Cre12.g505700,K03120,05168,Herpes simplex infection\n
7525,Cre12.g505700,K03120,05165,Human papillomavirus infection\n
7526,Cre12.g505700,K03120,09182,Protein families: genetic information processing\n
7527,Cre12.g505700,K03120,03021,Transcription machinery\n
7528,Cre12.g505750,K03017,09121,Transcription\n
7529,Cre12.g505750,K03017,09164,Neurodegenerative diseases\n
7530,Cre12.g505750,K03017,09182,Protein families: genetic information processing\n
7531,Cre12.g505750,K03017,03400,DNA repair and recombination proteins\n
7532,Cre12.g505850,K04078,09182,Protein families: genetic information processing\n
7533,Cre12.g505850,K04078,03029,Mitochondrial biogenesis\n
7534,Cre12.g505900,K17496,09182,Protein families: genetic information processing\n
7535,Cre12.g505900,K17496,09183,Protein families: signaling and cellular processes\n
7536,Cre12.g506000,K11143,09164,Neurodegenerative diseases\n
7537,Cre12.g506000,K11143,09183,Protein families: signaling and cellular processes\n
7538,Cre12.g506050,K14408,09122,Translation\n
7539,Cre12.g506050,K14408,09182,Protein families: genetic information processing\n
7540,Cre12.g506200,K11252,09161,Cancers: Overview\n
7541,Cre12.g506200,K11252,09163,Immune diseases\n
7542,Cre12.g506200,K11252,09165,Substance dependence\n
7543,Cre12.g506200,K11252,09182,Protein families: genetic information processing\n
7544,Cre12.g506200,K11252,09183,Protein families: signaling and cellular processes\n
7545,Cre12.g506250,K11251,09143,Cell growth and death\n
7546,Cre12.g506250,K11251,09163,Immune diseases\n
7547,Cre12.g506250,K11251,09165,Substance dependence\n
7548,Cre12.g506250,K11251,09182,Protein families: genetic information processing\n
7549,Cre12.g506250,K11251,09183,Protein families: signaling and cellular processes\n
7550,Cre12.g506300,K11253,09161,Cancers: Overview\n
7551,Cre12.g506300,K11253,09163,Immune diseases\n
7552,Cre12.g506300,K11253,09165,Substance dependence\n
7553,Cre12.g506300,K11253,09182,Protein families: genetic information processing\n
7554,Cre12.g506300,K11253,09183,Protein families: signaling and cellular processes\n
7555,Cre12.g506350,K11254,09161,Cancers: Overview\n
7556,Cre12.g506350,K11254,09163,Immune diseases\n
7557,Cre12.g506350,K11254,09165,Substance dependence\n
7558,Cre12.g506350,K11254,09182,Protein families: genetic information processing\n
7559,Cre12.g506450,K11254,09161,Cancers: Overview\n
7560,Cre12.g506450,K11254,09163,Immune diseases\n
7561,Cre12.g506450,K11254,09165,Substance dependence\n
7562,Cre12.g506450,K11254,09182,Protein families: genetic information processing\n
7563,Cre12.g506500,K11253,09161,Cancers: Overview\n
7564,Cre12.g506500,K11253,09163,Immune diseases\n
7565,Cre12.g506500,K11253,09165,Substance dependence\n
7566,Cre12.g506500,K11253,09182,Protein families: genetic information processing\n
7567,Cre12.g506500,K11253,09183,Protein families: signaling and cellular processes\n
7568,Cre12.g506600,K15728,09103,Lipid metabolism\n
7569,Cre12.g506600,K15728,00564,Glycerophospholipid metabolism\n
7570,Cre12.g506600,K15728,09181,Protein families: metabolism\n
7571,Cre12.g506851,K07951,09182,Protein families: genetic information processing\n
7572,Cre12.g506851,K07951,09183,Protein families: signaling and cellular processes\n
7573,Cre12.g506851,K07951,04031,GTP-binding proteins\n
7574,Cre12.g507051,K01193,09101,Carbohydrate metabolism\n
7575,Cre12.g507051,K01193,00500,Starch and sucrose metabolism\n
7576,Cre12.g507250,K18681,09123,"Folding, sorting and degradation\n"
7577,Cre12.g507250,K18681,09182,Protein families: genetic information processing\n
7578,Cre12.g507300,K14842,09182,Protein families: genetic information processing\n
7579,Cre12.g507400,K01897,09103,Lipid metabolism\n
7580,Cre12.g507400,K01897,00071,Fatty acid degradation\n
7581,Cre12.g507400,K01897,09141,Transport and catabolism\n
7582,Cre12.g507400,K01897,09143,Cell growth and death\n
7583,Cre12.g507400,K01897,09145,Cellular community - prokaryotes\n
7584,Cre12.g507400,K01897,09152,Endocrine system\n
7585,Cre12.g507400,K01897,03320,PPAR signaling pathway\n
7586,Cre12.g507400,K01897,09159,Environmental adaptation\n
7587,Cre12.g507400,K01897,09181,Protein families: metabolism\n
7588,Cre12.g507400,K01897,09183,Protein families: signaling and cellular processes\n
7589,Cre12.g507450,K08489,09123,"Folding, sorting and degradation\n"
7590,Cre12.g507450,K08489,09182,Protein families: genetic information processing\n
7591,Cre12.g507559,K04082,09182,Protein families: genetic information processing\n
7592,Cre12.g507559,K04082,03029,Mitochondrial biogenesis\n
7593,Cre12.g507650,K03686,09182,Protein families: genetic information processing\n
7594,Cre12.g507650,K03686,03029,Mitochondrial biogenesis\n
7595,Cre12.g507700,K12879,09121,Transcription\n
7596,Cre12.g507700,K12879,09122,Translation\n
7597,Cre12.g507700,K12879,09182,Protein families: genetic information processing\n
7598,Cre12.g507700,K12879,03041,Spliceosome\n
7599,Cre12.g508150,K11654,09182,Protein families: genetic information processing\n
7600,Cre12.g508150,K11654,03036,Chromosome and associated proteins\n
7601,Cre12.g508200,K06961,09182,Protein families: genetic information processing\n
7602,Cre12.g508550,K00606,09108,Metabolism of cofactors and vitamins\n
7603,Cre12.g508700,K02367,09107,Glycan biosynthesis and metabolism\n
7604,Cre12.g508700,K02367,09181,Protein families: metabolism\n
7605,Cre12.g508852,K01942,09108,Metabolism of cofactors and vitamins\n
7606,Cre12.g508900,K04371,09132,Signal transduction\n
7607,Cre12.g508900,K04371,04015,Rap1 signaling pathway\n
7608,Cre12.g508900,K04371,04010,MAPK signaling pathway\n
7609,Cre12.g508900,K04371,04013,MAPK signaling pathway - fly\n
7610,Cre12.g508900,K04371,04011,MAPK signaling pathway - yeast\n
7611,Cre12.g508900,K04371,04012,ErbB signaling pathway\n
7612,Cre12.g508900,K04371,04350,TGF-beta signaling pathway\n
7613,Cre12.g508900,K04371,04370,VEGF signaling pathway\n
7614,Cre12.g508900,K04371,04371,Apelin signaling pathway\n
7615,Cre12.g508900,K04371,04668,TNF signaling pathway\n
7616,Cre12.g508900,K04371,04066,HIF-1 signaling pathway\n
7617,Cre12.g508900,K04371,04068,FoxO signaling pathway\n
7618,Cre12.g508900,K04371,04072,Phospholipase D signaling pathway\n
7619,Cre12.g508900,K04371,04071,Sphingolipid signaling pathway\n
7620,Cre12.g508900,K04371,04024,cAMP signaling pathway\n
7621,Cre12.g508900,K04371,04022,cGMP-PKG signaling pathway\n
7622,Cre12.g508900,K04371,04151,PI3K-Akt signaling pathway\n
7623,Cre12.g508900,K04371,04150,mTOR signaling pathway\n
7624,Cre12.g508900,K04371,09141,Transport and catabolism\n
7625,Cre12.g508900,K04371,09143,Cell growth and death\n
7626,Cre12.g508900,K04371,04210,Apoptosis\n
7627,Cre12.g508900,K04371,04214,Apoptosis - fly\n
7628,Cre12.g508900,K04371,04218,Cellular senescence\n
7629,Cre12.g508900,K04371,09144,Cellular community - eukaryotes\n
7630,Cre12.g508900,K04371,04520,Adherens junction\n
7631,Cre12.g508900,K04371,04540,Gap junction\n
7632,Cre12.g508900,K04371,04550,Signaling pathways regulating pluripotency of stem cells\n
7633,Cre12.g508900,K04371,09142,Cell motility\n
7634,Cre12.g508900,K04371,09151,Immune system\n
7635,Cre12.g508900,K04371,04620,Toll-like receptor signaling pathway\n
7636,Cre12.g508900,K04371,04621,NOD-like receptor signaling pathway\n
7637,Cre12.g508900,K04371,04625,C-type lectin receptor signaling pathway\n
7638,Cre12.g508900,K04371,04650,Natural killer cell mediated cytotoxicity\n
7639,Cre12.g508900,K04371,04660,T cell receptor signaling pathway\n
7640,Cre12.g508900,K04371,04658,Th1 and Th2 cell differentiation\n
7641,Cre12.g508900,K04371,04659,Th17 cell differentiation\n
7642,Cre12.g508900,K04371,04657,IL-17 signaling pathway\n
