	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
5543	5543	K02206	9167	Endocrine and metabolic diseases	
5544	5544	K02206	9172	Infectious diseases: Viral	
5545	5545	K02206	5162	Measles	
5546	5546	K02206	5161	Hepatitis B	
5547	5547	K02206	5160	Hepatitis C	
5548	5548	K02206	5168	Herpes simplex infection	
5549	5549	K02206	5169	Epstein-Barr virus infection	
5550	5550	K02206	5165	Human papillomavirus infection	
5551	5551	K02206	9181	Protein families: metabolism	
5552	5552	K02206	9182	Protein families: genetic information processing	
5553	5553	K02206	3036	Chromosome and associated proteins	
5554	5554	K08819	9181	Protein families: metabolism	
5555	5555	K01408	9164	Neurodegenerative diseases	
5556	5556	K01408	9181	Protein families: metabolism	
5557	5557	K03145	9182	Protein families: genetic information processing	
5558	5558	K03178	9123	Folding, sorting and degradation	
5559	5559	K03178	9164	Neurodegenerative diseases	
5560	5560	K03178	9182	Protein families: genetic information processing	
5561	5561	K03178	9183	Protein families: signaling and cellular processes	
5562	5562	K12492	9141	Transport and catabolism	
5563	5563	K12492	9182	Protein families: genetic information processing	
5564	5564	K05863	9132	Signal transduction	
5565	5565	K05863	4022	cGMP-PKG signaling pathway	
5566	5566	K05863	9143	Cell growth and death	
5567	5567	K05863	4218	Cellular senescence	
5568	5568	K05863	9164	Neurodegenerative diseases	
5569	5569	K05863	5016	Huntington disease	
5570	5570	K05863	9172	Infectious diseases: Viral	
5571	5571	K05863	9182	Protein families: genetic information processing	
5572	5572	K05863	9183	Protein families: signaling and cellular processes	
5573	5573	K10393	9182	Protein families: genetic information processing	
5574	5574	K10393	9183	Protein families: signaling and cellular processes	
5575	5575	K13095	9182	Protein families: genetic information processing	
5576	5576	K00627	9101	Carbohydrate metabolism	
5577	5577	K00627	20	Citrate cycle (TCA cycle)\n	
5578	5578	K00627	620	Pyruvate metabolism	
5579	5579	K04079	9123	Folding, sorting and degradation	
5580	5580	K04079	9132	Signal transduction	
5581	5581	K04079	9143	Cell growth and death	
5582	5582	K04079	9151	Immune system	
5583	5583	K04079	4612	Antigen processing and presentation	
5584	5584	K04079	4659	Th17 cell differentiation	
5585	5585	K04079	4657	IL-17 signaling pathway	
5586	5586	K04079	9152	Endocrine system	
5587	5587	K04079	4914	Progesterone-mediated oocyte maturation	
5588	5588	K04079	9159	Environmental adaptation	
5589	5589	K04079	9161	Cancers: Overview	
5590	5590	K04079	9162	Cancers: Specific types	
5591	5591	K04079	9166	Cardiovascular diseases	
5592	5592	K04079	9181	Protein families: metabolism	
5593	5593	K04079	9182	Protein families: genetic information processing	
5594	5594	K04079	4131	Membrane trafficking	
5595	5595	K04079	3051	Proteasome	
5596	5596	K04079	3029	Mitochondrial biogenesis	
5597	5597	K04079	9183	Protein families: signaling and cellular processes	
5598	5598	K01652	9101	Carbohydrate metabolism	
5599	5599	K01652	660	C5-Branched dibasic acid metabolism	
5600	5600	K01652	9105	Amino acid metabolism	
5601	5601	K01652	9108	Metabolism of cofactors and vitamins	
5602	5602	K07910	9182	Protein families: genetic information processing	
5603	5603	K07910	9183	Protein families: signaling and cellular processes	
5604	5604	K14457	9103	Lipid metabolism	
5605	5605	K14457	9154	Digestive system	
5606	5606	K08202	9161	Cancers: Overview	
5607	5607	K08202	9183	Protein families: signaling and cellular processes	
5608	5608	K09419	9182	Protein families: genetic information processing	
5609	5609	K12451	9101	Carbohydrate metabolism	
5610	5610	K12451	9109	Metabolism of terpenoids and polyketides	
5611	5611	K07151	9107	Glycan biosynthesis and metabolism	
5612	5612	K07151	513	Various types of N-glycan biosynthesis	
5613	5613	K07151	9123	Folding, sorting and degradation	
5614	5614	K07151	9181	Protein families: metabolism	
5615	5615	K08106	9107	Glycan biosynthesis and metabolism	
5616	5616	K08106	9181	Protein families: metabolism	
5617	5617	K08106	9182	Protein families: genetic information processing	
5618	5618	K06067	9132	Signal transduction	
5619	5619	K06067	9143	Cell growth and death	
5620	5620	K06067	9152	Endocrine system	
5621	5621	K06067	9149	Aging	
5622	5622	K06067	9161	Cancers: Overview	
5623	5623	K06067	5202	Transcriptional misregulation in cancer	
5624	5624	K06067	5203	Viral carcinogenesis	
5625	5625	K06067	9162	Cancers: Specific types	
5626	5626	K06067	9164	Neurodegenerative diseases	
5627	5627	K06067	9165	Substance dependence	
5628	5628	K06067	9172	Infectious diseases: Viral	
5629	5629	K06067	5165	Human papillomavirus infection	
5630	5630	K06067	9182	Protein families: genetic information processing	
5631	5631	K02350	9124	Replication and repair	
5632	5632	K02350	9176	Drug resistance: Antineoplastic	
5633	5633	K02350	9182	Protein families: genetic information processing	
5634	5634	K14454	9102	Energy metabolism	
5635	5635	K14454	9105	Amino acid metabolism	
5636	5636	K14454	270	Cysteine and methionine metabolism	
5637	5637	K14454	220	Arginine biosynthesis	
5638	5638	K14454	330	Arginine and proline metabolism	
5639	5639	K14454	350	Tyrosine metabolism	
5640	5640	K14454	360	Phenylalanine metabolism	
5641	5641	K14454	400	Phenylalanine, tyrosine and tryptophan biosynthesis	
5642	5642	K14454	9110	Biosynthesis of other secondary metabolites	
5643	5643	K14454	960	Tropane, piperidine and pyridine alkaloid biosynthesis	
5644	5644	K14454	9181	Protein families: metabolism	
5645	5645	K14454	9182	Protein families: genetic information processing	
5646	5646	K14454	9183	Protein families: signaling and cellular processes	
5647	5647	K00522	9143	Cell growth and death	
5648	5648	K00522	4217	Necroptosis	
5649	5649	K00522	9154	Digestive system	
5650	5650	K00522	9183	Protein families: signaling and cellular processes	
5651	5651	K01507	9102	Energy metabolism	
5652	5652	K02202	9121	Transcription	
5653	5653	K02202	9124	Replication and repair	
5654	5654	K02202	9143	Cell growth and death	
5655	5655	K02202	9181	Protein families: metabolism	
5656	5656	K02202	9182	Protein families: genetic information processing	
5657	5657	K02202	3019	Messenger RNA biogenesis	
5658	5658	K02202	3400	DNA repair and recombination proteins	
5659	5659	K07277	9182	Protein families: genetic information processing	
5660	5660	K07277	9183	Protein families: signaling and cellular processes	
5661	5661	K02866	9122	Translation	
5662	5662	K02866	9182	Protein families: genetic information processing	
5663	5663	K17255	9183	Protein families: signaling and cellular processes	
5664	5664	K02888	9122	Translation	
5665	5665	K02888	9182	Protein families: genetic information processing	
5666	5666	K06965	9122	Translation	
5667	5667	K08073	9181	Protein families: metabolism	
5668	5668	K08073	9182	Protein families: genetic information processing	
5669	5669	K00261	9102	Energy metabolism	
5670	5670	K00261	9105	Amino acid metabolism	
5671	5671	K00261	220	Arginine biosynthesis	
5672	5672	K00261	9106	Metabolism of other amino acids	
5673	5673	K00261	9143	Cell growth and death	
5674	5674	K00261	9155	Excretory system	
5675	5675	K00261	9183	Protein families: signaling and cellular processes	
5676	5676	K13348	9141	Transport and catabolism	
5677	5677	K13348	9141	Transport and catabolism	
5678	5678	K03457	9193	Unclassified: signaling and cellular processes	
5679	5679	K07007	9103	Lipid metabolism	
5680	5680	K01889	9122	Translation	
5681	5681	K01889	9181	Protein families: metabolism	
5682	5682	K01889	9182	Protein families: genetic information processing	
5683	5683	K09529	9182	Protein families: genetic information processing	
5684	5684	K12855	9121	Transcription	
5685	5685	K12855	9182	Protein families: genetic information processing	
5686	5686	K00133	9105	Amino acid metabolism	
5687	5687	K00133	270	Cysteine and methionine metabolism	
5688	5688	K00133	300	Lysine biosynthesis	
5689	5689	K00133	9110	Biosynthesis of other secondary metabolites	
5690	5690	K14018	9123	Folding, sorting and degradation	
5691	5691	K11654	9182	Protein families: genetic information processing	
5692	5692	K11654	3036	Chromosome and associated proteins	
5693	5693	K01507	9102	Energy metabolism	
5694	5694	K18442	9141	Transport and catabolism	
5695	5695	K18442	9182	Protein families: genetic information processing	
5696	5696	K13108	9182	Protein families: genetic information processing	
5697	5697	K17500	9181	Protein families: metabolism	
5698	5698	K07877	9132	Signal transduction	
5699	5699	K07877	9182	Protein families: genetic information processing	
5700	5700	K07877	9183	Protein families: signaling and cellular processes	
5701	5701	K07877	4031	GTP-binding proteins	
5702	5702	K01876	9122	Translation	
5703	5703	K01876	9181	Protein families: metabolism	
5704	5704	K01876	9182	Protein families: genetic information processing	
5705	5705	K01876	3029	Mitochondrial biogenesis	
5706	5706	K04382	9122	Translation	
5707	5707	K04382	9132	Signal transduction	
5708	5708	K04382	4350	TGF-beta signaling pathway	
5709	5709	K04382	4390	Hippo signaling pathway	
5710	5710	K04382	4391	Hippo signaling pathway - fly	
5711	5711	K04382	4071	Sphingolipid signaling pathway	
5712	5712	K04382	4151	PI3K-Akt signaling pathway	
5713	5713	K04382	4152	AMPK signaling pathway	
5714	5714	K04382	9141	Transport and catabolism	
5715	5715	K04382	4138	Autophagy - yeast	
5716	5716	K04382	4136	Autophagy - other	
5717	5717	K04382	9143	Cell growth and death	
5718	5718	K04382	4113	Meiosis - yeast	
5719	5719	K04382	4114	Oocyte meiosis	
5720	5720	K04382	9144	Cellular community - eukaryotes	
5721	5721	K04382	9153	Circulatory system	
5722	5722	K04382	9156	Nervous system	
5723	5723	K04382	4730	Long-term depression	
5724	5724	K04382	9172	Infectious diseases: Viral	
5725	5725	K04382	5165	Human papillomavirus infection	
5726	5726	K04382	9174	Infectious diseases: Parasitic	
5727	5727	K04382	9181	Protein families: metabolism	
5728	5728	K04382	9182	Protein families: genetic information processing	
5729	5729	K04382	9183	Protein families: signaling and cellular processes	
5730	5730	K02896	9122	Translation	
5731	5731	K02896	9182	Protein families: genetic information processing	
5732	5732	K08269	9132	Signal transduction	
5733	5733	K08269	9141	Transport and catabolism	
5734	5734	K08269	4138	Autophagy - yeast	
5735	5735	K08269	4136	Autophagy - other	
5736	5736	K08269	4139	Mitophagy - yeast	
5737	5737	K08269	9149	Aging	
5738	5738	K08269	9181	Protein families: metabolism	
5739	5739	K08269	9182	Protein families: genetic information processing	
5740	5740	K08269	3029	Mitochondrial biogenesis	
5741	5741	K03714	9107	Glycan biosynthesis and metabolism	
5742	5742	K03714	9181	Protein families: metabolism	
5743	5743	K17907	9141	Transport and catabolism	
5744	5744	K17907	4138	Autophagy - yeast	
5745	5745	K17907	4136	Autophagy - other	
5746	5746	K17907	4137	Mitophagy - animal	
5747	5747	K17907	9182	Protein families: genetic information processing	
5748	5748	K17907	3029	Mitochondrial biogenesis	
5749	5749	K17907	9183	Protein families: signaling and cellular processes	
5750	5750	K17616	9181	Protein families: metabolism	
5751	5751	K14833	9182	Protein families: genetic information processing	
5752	5752	K03671	9151	Immune system	
5753	5753	K03671	9166	Cardiovascular diseases	
5754	5754	K03671	9182	Protein families: genetic information processing	
5755	5755	K12837	9121	Transcription	
5756	5756	K12837	9182	Protein families: genetic information processing	
5757	5757	K07238	9183	Protein families: signaling and cellular processes	
5758	5758	K10408	9164	Neurodegenerative diseases	
5759	5759	K10408	9183	Protein families: signaling and cellular processes	
5760	5760	K07213	9154	Digestive system	
5761	5761	K14007	9123	Folding, sorting and degradation	
5762	5762	K14007	9182	Protein families: genetic information processing	
5763	5763	K11423	9105	Amino acid metabolism	
5764	5764	K11423	9182	Protein families: genetic information processing	
5765	5765	K12877	9121	Transcription	
5766	5766	K12877	9122	Translation	
5767	5767	K12877	3015	mRNA surveillance pathway	
5768	5768	K12877	9182	Protein families: genetic information processing	
5769	5769	K12877	3041	Spliceosome	
5770	5770	K00604	9108	Metabolism of cofactors and vitamins	
5771	5771	K00604	9122	Translation	
5772	5772	K14735	9108	Metabolism of cofactors and vitamins	
5773	5773	K14735	9154	Digestive system	
5774	5774	K04043	9123	Folding, sorting and degradation	
5775	5775	K04043	9149	Aging	
5776	5776	K04043	9171	Infectious diseases: Bacterial	
5777	5777	K04043	9182	Protein families: genetic information processing	
5778	5778	K04043	3110	Chaperones and folding catalysts	
5779	5779	K04043	3029	Mitochondrial biogenesis	
5780	5780	K04043	9183	Protein families: signaling and cellular processes	
5781	5781	K14347	9183	Protein families: signaling and cellular processes	
5782	5782	K14347	4147	Exosome	
5783	5783	K13199	9182	Protein families: genetic information processing	
5784	5784	K05928	9108	Metabolism of cofactors and vitamins	
5785	5785	K10735	9182	Protein families: genetic information processing	
5786	5786	K04715	9103	Lipid metabolism	
5787	5787	K05302	9182	Protein families: genetic information processing	
5788	5788	K03798	9181	Protein families: metabolism	
5789	5789	K03798	9182	Protein families: genetic information processing	
5790	5790	K18932	9191	Unclassified: metabolism	
5791	5791	K18635	9183	Protein families: signaling and cellular processes	
5792	5792	K12394	9141	Transport and catabolism	
5793	5793	K12394	9172	Infectious diseases: Viral	
5794	5794	K12394	9182	Protein families: genetic information processing	
5795	5795	K14312	9122	Translation	
5796	5796	K14312	9182	Protein families: genetic information processing	
5797	5797	K14767	9182	Protein families: genetic information processing	
5798	5798	K01507	9102	Energy metabolism	
5799	5799	K15306	9161	Cancers: Overview	
5800	5800	K15306	9172	Infectious diseases: Viral	
5801	5801	K03501	9182	Protein families: genetic information processing	
5802	5802	K03501	3036	Chromosome and associated proteins	
5803	5803	K16459	9182	Protein families: genetic information processing	
5804	5804	K16540	9182	Protein families: genetic information processing	
5805	5805	K05863	9132	Signal transduction	
5806	5806	K05863	4022	cGMP-PKG signaling pathway	
5807	5807	K05863	9143	Cell growth and death	
5808	5808	K05863	4218	Cellular senescence	
5809	5809	K05863	9164	Neurodegenerative diseases	
5810	5810	K05863	5016	Huntington disease	
5811	5811	K05863	9172	Infectious diseases: Viral	
5812	5812	K05863	9182	Protein families: genetic information processing	
5813	5813	K05863	9183	Protein families: signaling and cellular processes	
